listing_id,donor_id,donor_type,food_type,quantity,unit,city,packaging,time_posted,time_since_cooked_mins,donor_reliability,distance_km,ambient_temp_c,freshness_score,pickup_prob,picked_up
L00184,D0315,Event,Baked Goods,15.1,plates,Bengaluru,Airtight,2025-09-01 12:34:00,41,High,3.25,30.1,0.717,0.789,1
L00185,D0246,Bakery,Cooked Meal,1.2,boxes,Delhi,Open Tray,2025-09-01 09:41:00,62,High,10.81,28.3,0.365,0.496,0
L00186,D0060,Restaurant,Salads,4.7,boxes,Bengaluru,Airtight,2025-09-03 11:43:00,216,High,9.3,24.1,0.274,0.44,1
L00187,D0247,Society,Cooked Meal,2.3,kg,Bengaluru,Airtight,2025-09-02 19:16:00,134,Low,2.95,24.3,0.365,0.497,1
L00188,D0581,Caterer,Fruits,0.5,plates,Bengaluru,Cloth Wrap,2025-09-02 19:35:00,10,Medium,9.21,27.7,0.343,0.57,0
L00189,D0088,Restaurant,Cooked Meal,7.4,boxes,Bengaluru,Airtight,2025-09-01 22:26:00,96,Medium,11.2,32.2,0.42,0.593,1
L00190,D0750,Bakery,Cooked Meal,0.5,kg,Chennai,Airtight,2025-09-02 16:05:00,130,High,2.22,28.8,0.566,0.619,1
L00191,D0498,Bakery,Cooked Meal,1.1,boxes,Bengaluru,Covered Tray,2025-09-04 11:00:00,23,High,5.99,25.9,0.678,0.644,1
L00192,D0071,Event,Cooked Meal,3.2,plates,Bengaluru,Covered Tray,2025-09-03 17:34:00,140,High,0.2,28.8,0.463,0.556,1
L00193,D0779,Society,Cooked Meal,14.9,boxes,Chennai,Covered Tray,2025-09-06 19:00:00,106,Low,11.27,36.0,0.267,0.494,0
L00194,D0546,HomeCook,Cooked Meal,26.5,boxes,Delhi,Open Tray,2025-09-03 12:48:00,157,Low,4.88,35.5,0.222,0.505,0
L00195,D0785,Restaurant,Cooked Meal,12.6,plates,Pune,Covered Tray,2025-09-09 13:38:00,122,High,2.68,30.3,0.479,0.596,1
L00196,D0129,HomeCook,Cooked Meal,5.1,plates,Bengaluru,Airtight,2025-09-03 00:37:00,119,High,3.75,29.0,0.52,0.643,1
L00197,D0132,Society,Baked Goods,0.5,kg,Delhi,Airtight,2025-09-02 15:46:00,42,Medium,6.36,31.9,0.584,0.606,1
L00198,D0676,Society,Desserts,15.1,plates,Mumbai,Open Tray,2025-09-04 12:27:00,169,Medium,0.2,31.3,0.22,0.532,1
L00199,D0487,Event,Cooked Meal,3.5,plates,Bengaluru,Airtight,2025-09-01 08:50:00,102,Medium,4.24,29.5,0.549,0.731,1
L00200,D0563,Society,Cooked Meal,2.2,plates,Mumbai,Sealed Box,2025-09-02 10:11:00,15,High,3.56,19.5,0.773,0.701,1
L00201,D0272,Restaurant,Desserts,1.2,kg,Delhi,Airtight,2025-09-07 04:19:00,38,High,5.8,28.2,0.74,0.777,1
L00202,D0622,Restaurant,Desserts,3.9,packs,Hyderabad,Open Tray,2025-09-01 08:54:00,134,Low,7.76,21.2,0.193,0.352,1
L00203,D0434,Restaurant,Cooked Meal,6.5,packs,Hyderabad,Airtight,2025-09-03 13:23:00,129,Medium,6.85,25.7,0.413,0.598,1
L00204,D0217,Bakery,Desserts,8.2,plates,Pune,Open Tray,2025-09-03 03:39:00,124,Medium,5.34,26.5,0.26,0.48,0
L00205,D0553,HomeCook,Beverage,0.5,kg,Bengaluru,Covered Tray,2025-09-02 00:35:00,148,Low,8.21,34.8,0.391,0.53,0
L00206,D0774,HomeCook,Baked Goods,3.1,kg,Mumbai,Covered Tray,2025-09-05 09:54:00,79,Medium,2.86,31.0,0.44,0.506,0
L00207,D0748,Society,Baked Goods,6.5,plates,Chennai,Cloth Wrap,2025-09-02 17:17:00,24,High,3.45,27.7,0.413,0.552,1
L00208,D0707,HomeCook,Baked Goods,4.0,kg,Delhi,Open Tray,2025-09-02 01:28:00,117,Medium,6.68,28.1,0.286,0.512,0
L00209,D0206,Restaurant,Baked Goods,3.5,packs,Pune,Covered Tray,2025-09-03 01:24:00,94,Medium,2.44,26.1,0.416,0.449,0
L00210,D0731,Bakery,Cooked Meal,7.7,boxes,Mumbai,Open Tray,2025-09-03 16:49:00,156,Medium,4.38,27.1,0.256,0.505,0
L00211,D0320,HomeCook,Cooked Meal,2.7,boxes,Chennai,Airtight,2025-09-01 23:16:00,59,High,0.2,29.6,0.727,0.698,0
L00212,D0409,HomeCook,Cooked Meal,2.1,packs,Delhi,Covered Tray,2025-09-02 19:21:00,34,High,8.2,36.0,0.555,0.655,1
L00213,D0688,Restaurant,Desserts,0.5,kg,Pune,Covered Tray,2025-09-02 13:37:00,96,Medium,1.5,26.5,0.533,0.512,0
L00214,D0666,HomeCook,Fruits,1.4,boxes,Chennai,Airtight,2025-09-01 13:13:00,218,Medium,0.2,29.7,0.354,0.554,1
L00215,D0383,Restaurant,Salads,2.4,plates,Bengaluru,Covered Tray,2025-09-07 03:22:00,133,Medium,1.42,26.4,0.349,0.49,0
L00216,D0449,Restaurant,Desserts,0.5,kg,Hyderabad,Sealed Box,2025-09-04 19:58:00,216,Medium,6.06,23.6,0.307,0.514,1
L00217,D0530,HomeCook,Baked Goods,0.5,packs,Bengaluru,Airtight,2025-09-01 22:47:00,192,Medium,3.8,26.7,0.337,0.5,0
L00218,D0463,Caterer,Cooked Meal,4.8,kg,Delhi,Covered Tray,2025-09-01 10:32:00,118,Medium,5.62,31.3,0.359,0.539,1
L00219,D0124,Society,Salads,7.7,kg,Mumbai,Covered Tray,2025-09-01 21:16:00,53,Medium,11.88,31.2,0.354,0.499,1
L00220,D0254,Restaurant,Fruits,0.5,boxes,Hyderabad,Airtight,2025-09-01 23:29:00,19,High,4.89,29.4,0.857,0.786,0
L00221,D0066,HomeCook,Baked Goods,8.8,plates,Delhi,Sealed Box,2025-09-01 07:23:00,83,Medium,8.12,31.9,0.442,0.555,0
L00222,D0347,Society,Salads,2.3,boxes,Bengaluru,Open Tray,2025-09-06 03:56:00,124,Low,3.1,32.1,0.237,0.422,0
L00223,D0022,Restaurant,Cooked Meal,2.7,plates,Pune,Airtight,2025-09-02 13:44:00,185,Medium,2.44,20.2,0.362,0.534,1
L00224,D0603,Society,Cooked Meal,3.9,boxes,Bengaluru,Open Tray,2025-09-04 00:54:00,114,High,6.25,26.4,0.294,0.481,1
L00225,D0568,Restaurant,Cooked Meal,1.4,plates,Delhi,Open Tray,2025-09-04 04:11:00,105,Medium,5.15,30.7,0.32,0.427,0
L00226,D0236,Restaurant,Cooked Meal,4.0,kg,Mumbai,Airtight,2025-09-07 08:07:00,193,Medium,8.03,28.4,0.326,0.501,0
L00227,D0603,Restaurant,Baked Goods,5.7,boxes,Bengaluru,Cloth Wrap,2025-09-04 09:54:00,151,Medium,6.28,31.6,0.187,0.462,0
L00228,D0226,HomeCook,Baked Goods,7.0,kg,Bengaluru,Sealed Box,2025-09-01 18:22:00,33,Low,6.07,24.3,0.523,0.629,1
L00229,D0008,Caterer,Cooked Meal,2.6,kg,Mumbai,Sealed Box,2025-09-01 18:22:00,140,High,0.2,29.4,0.504,0.598,0
L00230,D0073,Bakery,Beverage,4.1,kg,Delhi,Airtight,2025-09-02 04:34:00,50,Medium,4.25,27.7,0.726,0.712,1
L00231,D0725,HomeCook,Cooked Meal,1.2,boxes,Bengaluru,Open Tray,2025-09-03 08:58:00,96,Medium,2.68,32.8,0.42,0.61,0
L00232,D0647,Restaurant,Cooked Meal,6.2,plates,Hyderabad,Airtight,2025-09-05 21:33:00,22,High,5.79,30.8,0.798,0.828,0
L00233,D0061,HomeCook,Salads,0.9,boxes,Chennai,Covered Tray,2025-09-01 22:48:00,52,Low,0.97,28.5,0.332,0.452,1
L00234,D0235,Restaurant,Baked Goods,2.4,boxes,Mumbai,Cloth Wrap,2025-09-02 11:12:00,144,Medium,13.75,30.4,0.142,0.421,0
L00235,D0070,Society,Cooked Meal,1.6,plates,Hyderabad,Sealed Box,2025-09-01 10:15:00,126,Medium,7.11,31.2,0.454,0.535,1
L00236,D0033,Restaurant,Cooked Meal,11.0,plates,Chennai,Covered Tray,2025-09-05 08:38:00,59,High,0.2,28.5,0.689,0.749,1
L00237,D0339,HomeCook,Cooked Meal,6.9,kg,Pune,Covered Tray,2025-09-08 09:57:00,236,Medium,0.29,28.5,0.234,0.438,1
L00238,D0073,Restaurant,Cooked Meal,0.5,packs,Mumbai,Covered Tray,2025-09-02 01:28:00,87,Low,4.18,29.3,0.395,0.537,1
L00239,D0527,Bakery,Cooked Meal,5.1,plates,Delhi,Covered Tray,2025-09-01 14:27:00,189,High,12.5,24.0,0.231,0.53,1
L00240,D0244,Bakery,Cooked Meal,9.9,boxes,Hyderabad,Cloth Wrap,2025-09-02 18:03:00,171,High,3.25,31.8,0.227,0.498,1
L00241,D0286,HomeCook,Beverage,0.5,boxes,Delhi,Covered Tray,2025-09-04 18:06:00,9,Low,3.44,26.0,0.617,0.641,1
L00242,D0686,HomeCook,Desserts,5.1,boxes,Pune,Sealed Box,2025-09-03 02:54:00,13,High,2.41,30.5,0.772,0.764,1
L00243,D0498,HomeCook,Cooked Meal,1.3,kg,Hyderabad,Sealed Box,2025-09-05 18:14:00,22,High,7.49,29.3,0.689,0.655,0
L00244,D0220,Event,Cooked Meal,11.4,plates,Bengaluru,Open Tray,2025-09-05 04:59:00,149,Low,2.93,28.2,0.217,0.413,1
L00245,D0553,Restaurant,Cooked Meal,3.2,boxes,Mumbai,Airtight,2025-09-02 11:51:00,110,Low,5.08,27.8,0.407,0.477,1
L00246,D0136,Society,Cooked Meal,2.2,kg,Hyderabad,Airtight,2025-09-04 17:46:00,125,Low,8.52,27.8,0.308,0.456,0
L00247,D0741,Society,Cooked Meal,4.3,packs,Pune,Open Tray,2025-09-01 07:09:00,96,Medium,4.6,29.1,0.329,0.427,1
L00248,D0585,Restaurant,Cooked Meal,4.0,packs,Bengaluru,Sealed Box,2025-09-02 01:50:00,148,Medium,3.88,31.3,0.416,0.47,0
L00249,D0591,Caterer,Cooked Meal,9.1,plates,Bengaluru,Sealed Box,2025-09-02 09:06:00,58,High,0.2,28.8,0.705,0.854,1
L00250,D0485,HomeCook,Cooked Meal,4.0,kg,Chennai,Covered Tray,2025-09-01 14:36:00,187,Medium,2.64,25.9,0.295,0.44,0
L00251,D0249,Restaurant,Desserts,17.5,packs,Pune,Airtight,2025-09-02 06:27:00,58,Low,9.78,33.1,0.461,0.588,0
L00252,D0485,Restaurant,Cooked Meal,10.4,plates,Pune,Sealed Box,2025-09-03 07:50:00,119,Medium,4.41,27.4,0.447,0.534,0
L00253,D0417,Restaurant,Cooked Meal,1.4,plates,Chennai,Cloth Wrap,2025-09-03 06:04:00,134,Medium,9.0,29.1,0.257,0.434,1
L00254,D0195,HomeCook,Cooked Meal,5.6,boxes,Chennai,Airtight,2025-09-03 11:00:00,100,Low,3.49,35.2,0.44,0.571,0
L00255,D0097,Restaurant,Desserts,13.2,plates,Bengaluru,Sealed Box,2025-09-04 05:04:00,51,Medium,0.51,30.0,0.656,0.774,1
L00256,D0100,Restaurant,Fruits,5.3,kg,Mumbai,Covered Tray,2025-09-03 00:42:00,183,High,2.44,28.0,0.424,0.565,1
L00257,D0675,Restaurant,Cooked Meal,16.3,plates,Delhi,Covered Tray,2025-09-03 04:28:00,24,Medium,7.18,33.9,0.6,0.602,0
L00258,D0442,Restaurant,Cooked Meal,5.7,kg,Bengaluru,Open Tray,2025-09-02 11:36:00,95,High,2.18,27.9,0.406,0.539,1
L00259,D0363,Event,Fruits,20.9,packs,Mumbai,Sealed Box,2025-09-01 10:11:00,24,High,6.19,30.1,0.648,0.772,1
L00260,D0434,Society,Baked Goods,4.3,plates,Chennai,Airtight,2025-09-07 04:57:00,31,High,9.43,29.4,0.656,0.626,0
L00261,D0479,Bakery,Baked Goods,1.7,packs,Bengaluru,Open Tray,2025-09-04 00:24:00,98,High,7.47,27.9,0.328,0.429,0
L00262,D0747,Event,Cooked Meal,6.6,kg,Chennai,Covered Tray,2025-09-02 07:43:00,87,Medium,5.17,28.5,0.525,0.614,1
L00263,D0056,HomeCook,Beverage,0.5,plates,Chennai,Sealed Box,2025-09-01 12:11:00,77,Low,2.44,25.1,0.519,0.586,0
L00264,D0690,HomeCook,Desserts,1.3,plates,Mumbai,Sealed Box,2025-09-04 03:56:00,105,Medium,3.16,24.5,0.49,0.611,1
L00265,D0670,Restaurant,Cooked Meal,3.7,boxes,Chennai,Covered Tray,2025-09-01 21:34:00,11,High,9.11,29.6,0.646,0.602,0
L00266,D0063,Restaurant,Cooked Meal,0.5,kg,Pune,Sealed Box,2025-09-03 00:41:00,6,Low,5.92,26.7,0.578,0.634,1
L00267,D0413,Restaurant,Cooked Meal,5.7,boxes,Bengaluru,Open Tray,2025-09-03 05:01:00,79,Low,6.63,32.9,0.32,0.51,0
L00268,D0746,Restaurant,Cooked Meal,3.6,plates,Delhi,Airtight,2025-09-03 18:05:00,77,Medium,7.95,26.1,0.516,0.52,0
L00269,D0348,Event,Cooked Meal,6.9,boxes,Mumbai,Covered Tray,2025-09-01 23:17:00,47,Medium,1.23,28.3,0.568,0.74,1
L00270,D0112,Restaurant,Beverage,1.5,plates,Chennai,Sealed Box,2025-09-01 09:34:00,99,Medium,0.2,26.2,0.571,0.607,1
L00271,D0255,Restaurant,Baked Goods,2.5,boxes,Delhi,Sealed Box,2025-09-03 12:39:00,66,High,3.94,20.9,0.608,0.683,1
L00272,D0197,Event,Cooked Meal,10.8,plates,Delhi,Sealed Box,2025-09-03 21:23:00,17,Medium,0.52,27.6,0.739,0.749,0
L00273,D0550,Bakery,Cooked Meal,2.4,plates,Delhi,Open Tray,2025-09-04 10:44:00,33,Medium,0.2,29.1,0.468,0.621,0
L00274,D0144,Restaurant,Fruits,2.9,boxes,Pune,Covered Tray,2025-09-03 17:37:00,89,Medium,3.16,26.4,0.511,0.591,0
L00275,D0433,Event,Cooked Meal,1.5,boxes,Mumbai,Sealed Box,2025-09-02 10:12:00,16,Low,10.27,29.3,0.488,0.546,1
L00276,D0286,HomeCook,Cooked Meal,18.2,boxes,Mumbai,Airtight,2025-09-03 20:47:00,150,Medium,4.03,31.1,0.415,0.631,1
L00277,D0474,Society,Baked Goods,1.3,packs,Hyderabad,Sealed Box,2025-09-06 20:14:00,83,Medium,1.41,31.3,0.52,0.593,1
L00278,D0256,Restaurant,Cooked Meal,3.8,plates,Chennai,Covered Tray,2025-09-04 16:50:00,50,High,4.31,29.1,0.578,0.573,1
L00279,D0078,HomeCook,Cooked Meal,0.5,kg,Delhi,Covered Tray,2025-09-01 17:44:00,10,High,8.1,29.0,0.642,0.654,1
L00280,D0454,HomeCook,Baked Goods,5.6,packs,Mumbai,Open Tray,2025-09-01 15:29:00,40,High,10.61,26.2,0.346,0.518,0
L00281,D0101,Restaurant,Beverage,18.9,boxes,Delhi,Covered Tray,2025-09-05 11:32:00,73,Medium,0.2,24.8,0.521,0.728,0
L00282,D0052,Restaurant,Beverage,5.8,kg,Delhi,Covered Tray,2025-09-04 10:35:00,39,Low,1.19,27.6,0.504,0.65,0
L00283,D0016,Restaurant,Cooked Meal,19.4,plates,Delhi,Sealed Box,2025-09-02 02:36:00,144,Medium,11.75,31.0,0.407,0.528,0
L00284,D0096,Restaurant,Baked Goods,1.3,kg,Bengaluru,Covered Tray,2025-09-01 21:27:00,58,Medium,3.56,28.7,0.487,0.586,0
L00285,D0772,Restaurant,Fruits,2.6,kg,Hyderabad,Airtight,2025-09-03 07:44:00,115,Medium,6.55,31.1,0.539,0.593,0
L00286,D0243,Society,Cooked Meal,8.2,kg,Hyderabad,Airtight,2025-09-01 08:14:00,197,Medium,9.87,28.9,0.302,0.481,0
L00287,D0171,Restaurant,Desserts,23.8,boxes,Pune,Sealed Box,2025-09-12 02:23:00,31,High,8.5,33.7,0.704,0.827,1
L00288,D0498,Event,Cooked Meal,0.7,plates,Pune,Covered Tray,2025-09-02 02:32:00,41,Medium,0.2,31.8,0.585,0.626,1
L00289,D0493,HomeCook,Baked Goods,0.6,kg,Chennai,Covered Tray,2025-09-02 05:02:00,160,High,5.54,30.5,0.44,0.532,1
L00290,D0219,HomeCook,Cooked Meal,1.4,plates,Bengaluru,Open Tray,2025-09-01 12:04:00,39,Low,4.87,30.5,0.358,0.504,0
L00291,D0411,HomeCook,Baked Goods,2.0,plates,Bengaluru,Open Tray,2025-09-03 14:48:00,20,Low,9.55,27.1,0.302,0.555,0
L00292,D0061,Society,Desserts,3.5,boxes,Delhi,Covered Tray,2025-09-01 17:19:00,132,Low,3.16,23.7,0.372,0.536,1
L00293,D0169,Restaurant,Beverage,0.6,boxes,Delhi,Airtight,2025-09-04 08:48:00,151,High,6.86,26.5,0.475,0.574,0
L00294,D0389,Caterer,Cooked Meal,2.5,packs,Pune,Covered Tray,2025-09-01 15:21:00,80,High,0.59,29.7,0.618,0.698,1
L00295,D0003,Event,Fruits,6.6,packs,Bengaluru,Cloth Wrap,2025-09-05 00:32:00,127,Medium,5.75,26.0,0.201,0.496,1
L00296,D0400,HomeCook,Cooked Meal,8.5,kg,Delhi,Airtight,2025-09-01 16:04:00,104,Low,1.09,29.1,0.465,0.652,0
L00297,D0272,Restaurant,Salads,4.8,boxes,Hyderabad,Open Tray,2025-09-02 13:23:00,184,Low,2.67,26.9,0.131,0.379,1
L00298,D0466,Society,Cooked Meal,0.9,packs,Mumbai,Airtight,2025-09-03 07:22:00,23,Medium,1.92,29.0,0.719,0.683,1
L00299,D0434,Caterer,Salads,4.5,kg,Mumbai,Airtight,2025-09-05 16:30:00,153,Medium,5.67,30.2,0.392,0.529,1
L00300,D0714,Restaurant,Cooked Meal,7.8,packs,Pune,Open Tray,2025-09-02 01:20:00,40,Low,0.33,33.2,0.404,0.452,0
L00301,D0678,Caterer,Cooked Meal,27.2,boxes,Bengaluru,Sealed Box,2025-09-01 15:04:00,121,Medium,10.13,30.1,0.363,0.662,1
L00302,D0736,Restaurant,Cooked Meal,1.0,boxes,Hyderabad,Sealed Box,2025-09-06 04:58:00,36,High,3.94,25.6,0.69,0.643,1
L00303,D0159,Restaurant,Cooked Meal,13.7,boxes,Bengaluru,Open Tray,2025-09-01 07:44:00,123,Low,3.45,28.3,0.247,0.459,0
L00304,D0195,Society,Baked Goods,1.7,plates,Mumbai,Covered Tray,2025-09-02 06:24:00,88,Medium,1.56,31.7,0.426,0.608,0
L00305,D0304,Event,Desserts,1.6,boxes,Hyderabad,Open Tray,2025-09-01 07:22:00,92,Medium,3.28,27.7,0.328,0.333,1
L00306,D0223,HomeCook,Cooked Meal,3.0,boxes,Hyderabad,Cloth Wrap,2025-09-04 14:36:00,171,High,1.31,30.1,0.235,0.418,0
L00307,D0060,Restaurant,Desserts,0.5,packs,Mumbai,Covered Tray,2025-09-01 16:18:00,80,High,3.33,34.7,0.525,0.593,0
L00308,D0594,Restaurant,Beverage,4.0,packs,Pune,Open Tray,2025-09-01 16:17:00,93,Low,0.2,30.7,0.288,0.468,1
L00309,D0754,Society,Cooked Meal,4.9,plates,Delhi,Sealed Box,2025-09-02 02:38:00,96,High,5.18,36.1,0.557,0.667,1
L00310,D0556,Restaurant,Baked Goods,1.6,packs,Delhi,Open Tray,2025-09-02 19:53:00,176,Low,6.22,30.9,0.23,0.401,0
L00311,D0063,HomeCook,Cooked Meal,5.0,plates,Hyderabad,Cloth Wrap,2025-09-01 07:33:00,120,Medium,11.52,28.3,0.178,0.324,0
L00312,D0766,HomeCook,Fruits,14.0,boxes,Bengaluru,Covered Tray,2025-09-01 18:04:00,29,Medium,2.85,31.9,0.612,0.721,1
L00313,D0322,Restaurant,Baked Goods,2.7,kg,Mumbai,Covered Tray,2025-09-01 13:59:00,8,High,2.58,30.4,0.659,0.674,1
L00314,D0052,Event,Cooked Meal,0.5,plates,Pune,Airtight,2025-09-01 13:52:00,31,Medium,1.44,33.9,0.708,0.672,1
L00315,D0599,Restaurant,Cooked Meal,0.6,boxes,Bengaluru,Open Tray,2025-09-03 08:18:00,116,Medium,9.88,26.6,0.229,0.406,0
L00316,D0489,Bakery,Cooked Meal,4.5,kg,Mumbai,Airtight,2025-09-05 00:03:00,65,Low,8.66,31.7,0.476,0.656,1
L00317,D0515,Bakery,Salads,2.5,packs,Bengaluru,Open Tray,2025-09-02 00:22:00,38,Medium,0.2,32.7,0.375,0.516,0
L00318,D0544,Restaurant,Baked Goods,1.2,kg,Delhi,Airtight,2025-09-01 20:08:00,98,High,1.7,27.0,0.659,0.691,1
L00319,D0162,Society,Baked Goods,1.9,packs,Hyderabad,Airtight,2025-09-09 02:40:00,123,Medium,5.75,31.1,0.468,0.501,0
L00320,D0059,HomeCook,Fruits,1.2,boxes,Delhi,Open Tray,2025-09-02 10:53:00,72,Medium,1.66,31.7,0.35,0.47,1
L00321,D0521,Society,Desserts,2.3,kg,Hyderabad,Sealed Box,2025-09-05 04:34:00,10,Low,0.37,26.9,0.618,0.594,0
L00322,D0191,Society,Cooked Meal,9.8,plates,Mumbai,Sealed Box,2025-09-01 14:55:00,23,Medium,5.6,30.9,0.64,0.616,0
L00323,D0071,Caterer,Cooked Meal,1.9,plates,Delhi,Sealed Box,2025-09-01 14:23:00,82,Medium,6.36,31.5,0.536,0.609,0
L00324,D0610,Restaurant,Baked Goods,6.8,packs,Pune,Airtight,2025-09-05 14:11:00,110,Low,5.29,28.6,0.432,0.554,1
L00325,D0070,Restaurant,Desserts,4.0,boxes,Hyderabad,Covered Tray,2025-09-02 01:23:00,177,High,4.55,26.2,0.282,0.476,1
L00326,D0692,Restaurant,Cooked Meal,4.7,boxes,Pune,Open Tray,2025-09-01 10:40:00,103,Medium,3.46,30.7,0.352,0.58,0
L00327,D0241,Restaurant,Beverage,4.4,packs,Pune,Sealed Box,2025-09-01 19:31:00,12,Low,5.43,28.4,0.582,0.625,1
L00328,D0414,Bakery,Cooked Meal,3.0,kg,Pune,Open Tray,2025-09-02 10:25:00,30,High,7.04,28.3,0.395,0.621,1
L00329,D0123,Restaurant,Baked Goods,3.6,boxes,Pune,Covered Tray,2025-09-12 15:51:00,137,Medium,4.51,24.6,0.354,0.527,1
L00330,D0584,Restaurant,Cooked Meal,6.4,kg,Bengaluru,Covered Tray,2025-09-02 01:23:00,130,Low,5.51,28.2,0.297,0.511,0
L00331,D0253,Event,Cooked Meal,1.3,boxes,Mumbai,Airtight,2025-09-03 07:59:00,84,High,1.72,32.2,0.683,0.71,1
L00332,D0593,Restaurant,Fruits,0.5,plates,Mumbai,Cloth Wrap,2025-09-04 05:14:00,115,Low,5.9,29.1,0.185,0.443,1
L00333,D0609,Bakery,Cooked Meal,8.5,packs,Hyderabad,Sealed Box,2025-09-01 07:01:00,26,Low,1.84,24.5,0.587,0.556,0
L00334,D0041,Event,Cooked Meal,2.0,boxes,Bengaluru,Cloth Wrap,2025-09-01 10:06:00,16,Medium,0.83,26.3,0.395,0.504,1
L00335,D0635,HomeCook,Cooked Meal,0.5,plates,Mumbai,Airtight,2025-09-04 21:05:00,41,High,5.34,31.4,0.7,0.713,1
L00336,D0084,Caterer,Baked Goods,13.7,plates,Bengaluru,Sealed Box,2025-09-05 20:32:00,75,Low,1.03,26.3,0.428,0.523,0
L00337,D0430,Restaurant,Baked Goods,0.9,kg,Bengaluru,Covered Tray,2025-09-04 14:35:00,137,Low,10.2,26.3,0.27,0.381,1
L00338,D0674,Restaurant,Beverage,15.4,boxes,Bengaluru,Airtight,2025-09-01 16:52:00,38,Medium,3.4,30.5,0.711,0.798,1
L00339,D0324,Restaurant,Salads,1.1,boxes,Bengaluru,Cloth Wrap,2025-09-06 11:50:00,106,High,8.45,28.5,0.189,0.461,1
L00340,D0268,Restaurant,Fruits,8.4,boxes,Hyderabad,Airtight,2025-09-01 17:57:00,18,Low,8.92,25.7,0.604,0.714,1
L00341,D0686,Society,Cooked Meal,3.2,boxes,Mumbai,Airtight,2025-09-01 12:49:00,70,Medium,8.2,28.3,0.541,0.558,1
L00342,D0734,Restaurant,Cooked Meal,1.8,kg,Chennai,Sealed Box,2025-09-02 08:18:00,125,Low,2.85,32.2,0.4,0.464,0
L00343,D0322,HomeCook,Cooked Meal,2.9,kg,Mumbai,Covered Tray,2025-09-01 17:52:00,24,High,0.2,30.9,0.707,0.762,0
L00344,D0245,Restaurant,Cooked Meal,3.1,kg,Delhi,Airtight,2025-09-02 16:24:00,180,Medium,7.92,24.3,0.328,0.52,0
L00345,D0272,HomeCook,Cooked Meal,2.8,packs,Delhi,Open Tray,2025-09-05 05:20:00,161,High,2.78,32.8,0.303,0.492,1
L00346,D0406,Restaurant,Cooked Meal,5.6,boxes,Chennai,Open Tray,2025-09-03 07:16:00,112,Medium,0.43,31.0,0.339,0.44,0
L00347,D0135,Restaurant,Cooked Meal,0.6,packs,Chennai,Open Tray,2025-09-03 06:29:00,53,High,8.75,36.4,0.4,0.56,1
L00348,D0688,Bakery,Cooked Meal,0.5,plates,Chennai,Covered Tray,2025-09-05 02:20:00,164,Medium,6.9,26.5,0.369,0.512,0
L00349,D0661,Event,Fruits,2.1,kg,Pune,Airtight,2025-09-06 00:50:00,69,High,1.91,24.5,0.784,0.801,1
L00350,D0308,Society,Cooked Meal,7.5,plates,Chennai,Airtight,2025-09-02 11:08:00,84,Low,6.26,34.8,0.418,0.577,1
L00351,D0469,Restaurant,Cooked Meal,4.1,packs,Mumbai,Covered Tray,2025-09-02 11:34:00,92,Medium,8.08,28.1,0.409,0.677,1
L00352,D0324,Restaurant,Cooked Meal,4.8,packs,Mumbai,Covered Tray,2025-09-06 14:56:00,165,High,0.2,29.8,0.446,0.66,1
L00353,D0770,Caterer,Fruits,2.0,kg,Hyderabad,Airtight,2025-09-04 16:46:00,205,Medium,1.9,29.6,0.303,0.494,0
L00354,D0075,Caterer,Cooked Meal,6.7,boxes,Chennai,Open Tray,2025-09-02 03:29:00,78,High,5.12,28.5,0.377,0.605,1
L00355,D0010,Event,Fruits,4.8,boxes,Bengaluru,Open Tray,2025-09-01 10:53:00,47,Medium,2.56,26.7,0.429,0.563,0
L00356,D0470,Restaurant,Cooked Meal,0.5,plates,Delhi,Covered Tray,2025-09-03 01:18:00,55,Medium,2.29,28.6,0.533,0.579,0
L00357,D0637,Event,Beverage,10.0,plates,Chennai,Covered Tray,2025-09-01 23:47:00,46,Medium,13.59,27.2,0.49,0.625,1
L00358,D0577,Caterer,Desserts,4.7,boxes,Pune,Airtight,2025-09-02 04:01:00,76,High,7.8,37.8,0.596,0.663,1
L00359,D0103,Restaurant,Baked Goods,13.5,packs,Hyderabad,Airtight,2025-09-03 02:34:00,59,High,10.71,31.8,0.567,0.625,1
L00360,D0076,Restaurant,Desserts,7.1,packs,Delhi,Open Tray,2025-09-01 17:10:00,109,High,0.2,28.7,0.362,0.548,1
L00361,D0551,Caterer,Cooked Meal,20.9,packs,Chennai,Airtight,2025-09-01 18:22:00,65,Medium,10.89,33.4,0.513,0.72,1
L00362,D0219,Society,Cooked Meal,13.7,kg,Mumbai,Open Tray,2025-09-04 18:50:00,94,Low,12.74,26.0,0.24,0.43,0
L00363,D0519,Event,Cooked Meal,1.3,plates,Chennai,Open Tray,2025-09-01 20:52:00,29,Low,0.2,34.1,0.411,0.538,0
L00364,D0272,HomeCook,Cooked Meal,4.5,kg,Bengaluru,Airtight,2025-09-01 20:53:00,129,Medium,1.47,24.7,0.481,0.613,0
L00365,D0136,Society,Fruits,5.6,boxes,Bengaluru,Open Tray,2025-09-04 14:23:00,77,Medium,3.4,29.7,0.374,0.552,1
L00366,D0358,Society,Cooked Meal,3.6,plates,Bengaluru,Covered Tray,2025-09-03 02:37:00,68,High,4.48,32.7,0.494,0.564,0
L00367,D0071,HomeCook,Cooked Meal,9.9,plates,Hyderabad,Airtight,2025-09-02 22:53:00,149,Low,4.13,29.4,0.401,0.449,0
